id;Kanji;Grade;"Reading within Joyo";"Reading beyond Joyo";"On within Joyo";"Translation of On";"Kun within Joyo";"Translation of Kun";Left1sound;Left2sound;Left3sound;Left4sound;Left5sound;Left6sound;Right1sound;Right2sound;Right3sound;Right4sound;Right5sound;Right6sound;Right7sound
1080;図;2;ズ、ト、はか-る;;"zu, 	to";"drawing, plan, figure, cut, chart, diagram, illustration, graph";haka(ru);"measure, gauge, weigh; fathom, sound; compute, estimate; plan, devise, scheme; counsel with; have in mind; aim at; deceive, impose on";zu;to;;;;;zu;to;;;;;
60;羽;2;ウ、は、はね;わ;u;feather;"ha, hane";"feather; plumage, wing; blade, paddle, fan";hane;ha;u;;;;ha;ba;;;;;
316;記;2;キ、しる-す;;ki;"account, narrative, history, annals; remembering; writing; the Kojiki";shiru(su);"write down; inscribe; mention, give an account of";ki;;;;;;ki;;;;;;
320;帰;2;キ、かえ-る、かえ-す;;ki;"return; take one's leave; come again; come around (time)";"kae(ru), kae(su)";"return; take one's leave; come again; come around (time); send (someone) back";ki;;;;;;ki;;;;;;
832;室;2;シツ、むろ;;shitsu;"room, apartment, compartment, chamber";muro;"greenhouse; (ice) house; cellar";situ;muro;;;;;situ;muro;;;;;
578;午;2;ゴ;うま;go;"11 a.m.-1 p.m.; 7th zodiac sign";-;-;go;;;;;;go;uma;;;;;
67;雲;2;ウン、くも;;un;cloud;kumo;cloud;un;kumo;;;;;un;kumo;gumo;;;;
580;後;2;ゴ、コウ、のち、うし-ろ、あと、おく-れる;;"go, 	koo";"back, rear, behind";"nochi, ushi(ro), ato, oku(reru)";"after, since then; future; after one's death. back, rear, behind. results; remainder, sequel; posterity; successor; survivor; effect, influence; estate. be late, be delayed, be overdue; lag behind; (clocks) lose";koo;go;ato;usi;;;go;ato;;;;;
584;語;2;ゴ、かた-る、かた-らう;;go;"word, speech, language, term";"kata(ru), kata(rau)";"talk, tell, narrate, recite. chat; pledge one's troth; invite, entice; win; conspire with";go;kata;;;;;go;gata;;;;;
1097;数;2;スウ、[ス]、かず、かぞ-える;ジュ;"suu, [su]";"strength; fate; law; numbers, figures; numerical";"kazu, kazo(eru)";"number, figure. count, calculate, enumerate";suu;kazu;zyu;su;;;suu;zuu;kazu;;;;
1609;馬;2;バ、うま、[ま];メ;ba;horse;"uma, [ma]";"horse; horseflesh";ba;uma;ma;;;;ba;ma;me;uma;;;
842;社;2;シャ、やしろ;;sha;"Shinto shrine; association; firm, company, office ";yashiro;"Shinto shrine";sya;;;;;;sya;zya;;;;;
1355;地;2;チ、ジ;;"chi, 	ji";"earth, land, ground, the surface of the earth; soil; place, region; territory; room, space; position; site; foundation. texture, weave, fabric; field (of a flag); disposition; respectability; accompaniment; narrative part; fact";-;-;ti;zi;;;;;ti;zi;;;;;
588;工;2;コウ、ク;たくみ;"koo, 	ku";"artisan, mechanic; manufacture; work";-;-;koo;ku;gu;;;;koo;ku;;;;;
1356;池;2;チ、いけ;;chi;"pond, pool, cistern, basin, reservoir";ike;"pond, pool, cistern, basin, reservoir";ti;;;;;;ti;;;;;;
589;公;2;コウ、おおやけ;ク、グ、きみ;koo;"public, duke, lord; public";ooyake;"public, open; official, governmental; formal";koo;ku;;;;;koo;;;;;;
1357;知;2;チ、し-る;;chi;"know, acquaintance, sense";shi(ru);"know; understand; appreciate recognize; realize; notice, sense, feel; remember; infer, gather; be concerned with";ti;;;;;;ti;;;;;;
594;広;2;コウ、ひろ-い、ひろ-まる、ひろ-める、ひろ-がる、ひろ-げる;;koo;"spread out, extend, reach to";"hiro(i), hiro(maru), hiro(meru), hiro(garu), hiro(geru)";"spread out, extend, reach to. expand, enlarge, widen; unfurl; open (arms of a package), stretch, spread. be diffused, prevail, be propagated, prevade, be circulated, become popular. enlargel; disseminate; popularize; advertise, introduce, announcement, advertisement. wide, broad, extensive, spacious";koo;hiro;;;;;biro;hiro;;;;;
2130;話;2;ワ、はな-す、はなし;;wa;"talk, speak, converse; tell; explain ";"hana(su), hanashi";"talk, speak, converse; tell; explain. chat, conversation; story; rumor; news; consultation, negotiations; facts, reasons ";wa;;;;;;wa;banasi;;;;;
1875;北;2;ホク、きた;;hoku;north;kita;north;hoku;kita;hoQ;;;;boku;hoku;;;;;
596;交;2;コウ、まじ-わる、まじ-える、ま-じる、ま-ざる、ま-ぜる、か-う、か-わす;;koo;"coming and going, association; change of seasons";"maji(waru), maji(eru), maji(ru), ma(zaru), ma(zeru), ka(u), ka(wasu)";"associate with, mingle with; interest; join. mix; converse with, cross (swords). blend, mingle; include, let in on. be mixed, be blended. exchange (messages); dodge, parry, avoid, turn aside";koo;;;;;;koo;;;;;;
597;光;2;コウ、ひか-る、ひかり;;koo;light;"hika(ru), hikari";"shine, glitter, sparkle, twinkle, flash. light, beam, glare, gleam, glimmer, glow, brightness, radiance, glitter, luster; influence (of parents)";koo;hikari;;;;;koo;bikari;hikari;;;;
1109;西;2;セイ、サイ、にし;;"sei, 	sai";west;nishi;west;sei;nisi;sai;;;;zai;sei;;;;;
1110;声;2;セイ、[ショウ]、こえ、[こわ];;"sei, [shoo]";"voice; tone; alarm, cry; (bird) song, chirp";"koe, [kowa]";"voice; tone; alarm, cry; (bird) song, chirp";sei;kowa;syoo;;;;sei;goe;koe;;;;
1622;売;2;バイ、う-る、う-れる;マイ、メ;bai;selling;"u(ru), u(reru)";"sell, deal in, betray, deceive, impose on, tell on, pick (a quarrel). be in demand, enjoy a large sale; be well known ";bai;u;;;;;bai;u;;;;;
602;考;2;コウ、かんが-える;;koo;"thought, consideration; research, treatise ";kanga(eru);"think, consider, believe, suspect; be of the opinion; intend; expect, hope, fear; judge, conclude; imagine, suppose; regard as; be discreet; ponder over; reconsider; be prepared for; invent ";koo;;;;;;koo;;;;;;
603;行;2;コウ、ギョウ、[アン]、い-く、ゆ-く、おこな-う;;"koo, 	gyoo, [an]";"party, suite; journey; expedition; line, row. religious austerities. ";"i(ku), yu(ku), okona(u)";"go; run (water). do, act, conduct oneself; carry out; perform, conduct (school); exercise (control); hold (a ceremony) ";koo;gyoo;yu;an;i;;koo;gyoo;yu;;;;
1628;買;2;バイ、か-う;;bai;buying;ka(u);"buy, invest in; incur; appreciate; call in (geisha) ";bai;ka;;;;;bai;ga;;;;;
861;弱;2;ジャク、よわ-い、よわ-る、よわ-まる、よわ-める;;jaku;"weakness; the weak";"yowa(i), yowa(ru), yowa(maru), yowa(meru)";"weaken, be emaciated; be dejected; be perplexed. impair, enfeeble. weak, feeble, frail, tender; unskilled; weak (alcoholic beverage) ";zyaku;yowa;zyaQ;;;;zyaku;yowa;;;;;
1373;茶;2;チャ、サ;タ;"cha, 	sa";"tea; tea plant; tea leaves, light brown";-;-;tya;sa;;;;;tya;sa;;;;;
1118;星;2;セイ、[ショウ]、ほし;;"sei, [shoo]";star;hoshi;"star; spot, dot, mark; bull's eye; one's fortune; point, score";sei;hosi;;;;;sei;bosi;zyoo;;;;
95;園;2;エン、その;オン;en;"garden, yard, plantation, farm";sono;"garden, park";en;;;;;;en;zono;;;;;
98;遠;2;エン、[オン]、とお-い;;"en, [on]";"far, distant, remote; hard (of hearing)";too(i);"far, distant, remote; hard (of hearing)";en;too;on;;;;en;on;doo;;;;
869;首;2;シュ、くび;こうべ;shu;"head; neck; beginning, the first; poem and song counter";kubi;"neck, head";syu;kubi;;;;;syu;kubi;zyu;;;;
1126;晴;2;セイ、は-れる、は-らす;;sei;"clear up, (doubts) vanish, be refreshed";"ha(reru), ha(rasu)";"clear up; (doubts) vanish; be refreshed. dispel, clear away (gloom); refresh (oneself)";sei;ha;;;;;sei;ba;;;;;
1639;麦;2;バク、むぎ;;baku;"wheat, barley, oats, rye";mugi;"wheat, barley, oats, rye";baku;mugi;;;;;mugi;baku;;;;;
1895;毎;2;マイ;ごと;mai;"each, every, at an interval of, whenever. Apiece";-;-;mai;;;;;;goto;;;;;;
1384;昼;2;チュウ、ひる;;chuu;"daytime, midday";hiru;"daytime, midday, noon";tyuu;hiru;;;;;tyuu;hiru;;;;;
1896;妹;2;マイ、いもうと;;mai;"younger sister";imooto;"younger sister";;;;;;;mai;;;;;;
362;弓;2;キュウ、ゆみ;;kyuu;"bow; violin bow";yumi;"bow; archery; violin bow; bow shape";kyuu;yumi;;;;;yumi;kyuu;;;;;
1906;万;2;マン、バン;よろず;"man, 	ban";"ten thousand; myriad. fully; if by any chance";-;-;ban;man;yorozu;;;;man;ban;;;;;
628;高;2;コウ、たか-い、たか、たか-まる、たか-める;;koo;high;"taka(i), taka, taka(maru), taka(meru)";"high, tall, lofty, raised, elevated, eminent; exalted, noble; loud, stentorian; expensive; widely known. quantity, volume, amount, sum; rise (in prices); fief. rise; swell; be elevated, be promoted; increase. raise, lift, promote, elevate; improve, enhance; ennoble; heighten; boost ";koo;taka;;;;;koo;daka;;;;;
1397;長;2;チョウ、なが-い;たけ、おさ、まさ、た;choo;"head, chief, headman, commander, director, manager; merit, forte, advantage; superiority; length ";naga(i);"long, lengthy";tyoo;naga;;;;;tyoo;naga;;;;;
632;黄;2;コウ、オウ、き、[こ];;"koo, 	oo";yellow;"ki, [ko]";"yellow. turn yellow. yellow tint";oo;ki;koo;;;;oo;gi;;;;;
1656;半;2;ハン、なか-ば;;han;"half; odd number; semi-, hemi-, demi-";naka(ba);"half, semi-, middle, halfway; partly";han;;;;;;han;pan;;;;;
891;秋;2;シュウ、あき;;shuu;autumn;aki;autumn;syuu;aki;;;;;syuu;zyuu;;;;;
381;牛;2;ギュウ、うし;ゴ;gyuu;"beef, cow";ushi;"cattle, cow, bull, ox";gyuu;go;usi;;;;gyuu;usi;;;;;
1405;鳥;2;チョウ、とり;;choo;bird;tori;"bird, chicken, fowl";tyoo;tori;;;;;tyoo;tori;dori;;;;
1406;朝;2;チョウ、あさ;;choo;"dynasty; reign, regime; period, epoch; the court ";asa;"morning, forenoon";tyoo;asa;;;;;tyoo;asa;;;;;
898;週;2;シュウ;;shuu;week;-;-;syuu;;;;;;syuu;;;;;;
1154;切;2;セツ、[サイ]、き-る、き-れる;;"setsu, [sai]";"cut, chop, hash; carve; saw; clip, shear; slice, strip; fell, cut down; punch; sever (connections); pause, break off; disconnect, turn off; hang up; cross (a street); discount, sell below cost; shake (water) off";"ki(ru), ki(reru)";"cut, chop, hash; carve; saw; clip, shear; slice, strip; fell, cut down; punch; sever (connections); pause, break off; disconnect, turn off; hang up; cross (a street); discount, sell below cost; shake (water) off. cut well, be sharp; break, snap; wear out; be injured; burst, collapse; break off, be disconnected; be out of; expire; sever (connections) with; sharp, shrewd; less than ";setu;ki;seQ;;;;setu;sai;ki;;;;
391;魚;2;ギョ、うお、さかな;;gyo;fish;"uo, sakana";fish;gyo;sakana;uo;;;;gyo;uo;zakana;;;;
1160;雪;2;セツ、ゆき;そそ;setsu;"snow, snowfall";yuki;"snow, snowfall";setu;yuki;seQ;;;;setu;yuki;;;;;
1928;明;2;メイ、ミョウ、あ-かり、あか-るい、あか-るむ、あか-らむ、あき-らか、あ-ける、あ-く、あ-くる、あ-かす;ミン;"mei, 	myoo";"clearness, shining; eyesight; discernment. next (week), tomorrow (morning) ";"a(kari), aka(rui), aka(rumu), aka(ramu), aki(raka), a(keru), a(ku), a(kuru), a(kasu)";"open; empty, vacate; leave (a space); clear (the table); make (a hole); reserve (a seat), stay away from; dawn; end, expire, be over; open, begin. be opened; start, commence; become vacant, become empty, be disengaged, be free; expire, be over. spend, pass the time; reveal, divulge. light, lamp; vindication. bright, cheerful, sunny; clear, clean; conversant with. plain, distinct, definite, obvious, indisputable, evident. next, following ";mei;a;myoo;min;;;mei;myoo;a;;;;
137;何;2;カ、なに、[なん];いず;ka;what;"nani, [nan]";what;nani;nan;;;;;ka;;;;;;
1418;直;2;チョク、ジキ、ただ-ちに、なお-す、なお-る;た、だ;"choku, 	jiki";"honesty, frankness; simplicity; correctness; being straight; night duty ";"tada(chini), nao(su), nao(ru)";"be mended; get well; be restored; return to normal; be installed (as a legal wife); change (from third to second class). mend, repair, put in order, reform, correct; revise, amend; re-do, alter; cure; restore; adjust, regulate; convert (money). immediately, directly, in person";tyoku;tyoQ;ziki;tada;nao;;tyoku;ziki;nao;;;;
652;合;2;ゴウ、ガッ、[カッ]、あ-う、あ-わす、あ-わせる;コウ;"goo, gaQ, [kaQ]";one-tenth;"a(u), a(wasu), a(waseru)";"fit, suit; agree with, match, be correct; pay, be profitable. join together; be opposite, face; unite, combine, connect; add up; mix; match; overlap; compare; check with ";goo;gaQ;a;kaQ;;;a;goo;;;;;
1933;鳴;2;メイ、な-く、な-る、な-らす;;mei;"(animals and birds) cry, bark, chirp, etc, ";"na(ku), na(ru), na(rasu)";"(animals and birds) cry, bark, chirp, etc. sound, ring, roar; (thunder) rumbles; (clocks) strike; boom; resound, echo; be famous; (fingers) itch for; sonorous, ringing, squeaky. blow (a whistle), beat (drums), clank, clink, clap, crack (a whip), smack (lips), cluck (one's tongue), honk; air (grievances); attain (celebrity) ";na;mei;;;;;mei;;;;;;
398;京;2;キョウ、ケイ;キン;"kyoo, 	kei";"ten quadrillion; captital, metropolis; Kyoto";-;-;kyoo;kei;;;;;kyoo;;;;;;
144;科;2;カ;しな、とが;ka;"course, branch, department, faculty, school, college; arm (of defense); family (in biology)";-;-;ka;;;;;;ka;;;;;;
1680;番;2;バン;つが;ban;"watch, guard; duty; number; order; size, game, round, turn, bout";-;-;ban;;;;;;ban;tuga;;;;;
146;夏;2;カ、[ゲ]、なつ;;"ka, [ge]";summer;natsu;summer;ka;natu;ge;;;;ka;natu;;;;;
147;家;2;カ、ケ、いえ、や;;"ka, 	ke";house;"ie, ya";"house, home, residence; housing; family, household; family name; fortune; shop, store, seller; dealer";ka;ya;ie;ke;;;ka;ke;ya;ie;ge;ga;
659;谷;2;コク、たに;きわ;koku;"valley, dale, ravine; trough (of a wave); trough (in atmospheric pressure) ";tani;"valley, dale, ravine; trough (of a wave); trough (in atmospheric pressure) ";tani;;;;;;koku;;;;;;
661;国;2;コク、くに;;koku;country;kuni;"country, land, realm; province; native land ";koku;koQ;kuni;;;;koku;goku;guni;kuni;;;
1941;毛;2;モウ、け;モ;moo;"hair, tenth of a rin";ke;"hair, fur, feather, down";moo;ke;;;;;moo;ge;;;;;
662;黒;2;コク、くろ、くろ-い;;koku;"black; dark";"kuro, kuro(i)";"black; dark, swarthy, browned; dirty";kuro;koku;;;;;koku;kuro;guro;;;;
1430;通;2;ツウ、[ツ]、とお-る、とお-す、かよ-う;ドウ;"tsuu, [tsu]";"pass; expert";"too(ru), too(su), kayo(u)";"walk along, pass by; pass through; pass (exams); be knows as; be admissible; come in; be understood; reach; draw (on a piece); drain (as a sink); be consistent. let (someone) pass; pass (something) through; make way for; let in, admit; usher in; cut through; pierce; permeate, penetrate; carry one's point; persist in; look over (a book); keep on doing, continue; pose as; pass (a law); order (a meal). commute; attend (school); ply between; frequent (a place); go (for treatments); circulate; breathe; be charged with ";tuu;tu;;;;;tuu;;;;;;
410;強;2;キョウ、ゴウ、つよ-い、つよ-まる、つよ-める、し-いる;こわ、ごわ;"kyoo, 	goo";"strength, might; strong person";"tsuyo(i), tsuyo(maru), tsuyo(meru), shi(iru)";"strong, powerful, mighty, robust, vigorous, healthy; brave, courageous; severe, intense; durable, solid; get strong; strengthen, intensify, invigorate; confirm; emphasize, increase, redouble; force, coerce, constrain, compel";kyoo;goo;tuyo;kowa;gowa;;kyoo;gowa;;;;;
411;教;2;キョウ、おし-える、おそ-わる;し;kyoo;faith;"oshi(eru), oso(waru)";"teach, give lessons; inform; coach; learn, be taught, take lessons in";kyoo;;;;;;kyoo;gyoo;;;;;
1180;船;2;セン、ふね、[ふな];;sen;ship;"fune, [funa]";"boat, ship, vessel, steamer, liner, barge; shipping; tank, trough, cistern, vat ";sen;huna;;;;;sen;bune;hune;;;;
1949;門;2;モン、かど;;mon;"gate, gateway; private school; class; counter for cannon";kado;"gate, door";mon;kado;;;;;mon;kado;;;;;
670;今;2;コン、キン、いま;;"kon, 	kin";"now, the present; the coming; this ";ima;"now, present time; just now, soon, immediately; (one) more ";kon;ima;kin;;;;kon;;;;;;
159;歌;2;カ、うた、うた-う;;ka;"sing, recite, chant, carol";"uta, uta(u)";"sing, recite, chant, carol; poem, tanka, ballad, poetry; singing";ka;uta;;;;;ka;uta;ga;;;;
1440;弟;2;テイ、[ダイ]、[デ]、おとうと;;"tei, [dai], [de]";"younger brother, faithful service to those older; brotherly affection";otooto;"younger brother";de;tei;otooto;;;;dai;tei;;;;;
1953;夜;2;ヤ、よ、よる;;ya;night;"yo, yoru";"evening, night, nighttime; at night ";ya;yo;yoru;;;;ya;yo;;;;;
930;春;2;シュン、はる;;shun;spring;haru;"spring, springtime";syun;haru;;;;;syun;haru;;;;;
1954;野;2;ヤ、の;;ya;"field, plain; the Opposition; civilian life; rustic";no;"field, plain";ya;no;;;;;ya;no;;;;;
1190;線;2;セン;;sen;"line; track, route, wire";-;-;sen;;;;;;sen;;;;;;
167;画;2;ガ、カク;エ、えが;"ga, 	kaku";"picture, drawing, painting, sketch; stroke (in a character)";-;-;ga;kaku;e;;;;kaku;ga;;;;;
173;回;2;カイ、[エ]、まわ-る、まわ-す;めぐ;"kai, [e]";"time; round, game, bout, heat, inning, innings; go around";"mawa(ru), mawa(su)";"and, turn, go around; revolve, rotate, spin, gyrate; patrol, tour; take effect (medicine); be distributed; be past (time); be transferred; circularize; pass around; forward, transmit; refer to; transfer; lend money";kai;e;;;;;kai;;;;;;
1197;前;2;ゼン、まえ;セン、さき、ざき;zen;before;mae;"front, fore part; head (of a line); presence; ago, before; previously; (five minutes) to ";zen;mae;saki;sen;;;zen;mae;;;;;
